order_no,customer_id,product_name,quantity
867449729,648,LCD,90
732385113,275,Parallel_port,42
859639025,349,Network_card,41
861926456,451,CD-RW,48
569036385,393,CPU,4
713756982,426,Power_management,79
610012697,190,SPS,86
660561983,739,Infrared_port,62
852785535,975,Video_drivers,14
611842937,622,CMOS,58
756812910,65,APM,3
767811116,543,Surge_suppressor,69
655694148,50,PDA,68
620675679,59,ISA,99
691453938,496,Modem_drivers,77
593055782,253,SPS,59
648260412,831,AGP,41
662693130,814,BIOS,92
761890717,763,Splitter,73
824348296,658,Motherboard,41
523473024,307,Flex,26
785481785,11,Splitter,41
612505792,668,Tape_drivers,22
598373009,645,Flex,58
884738270,88,Flex,81
863412742,647,BIOS,76
541382122,181,PS/2,21
690881094,638,BIOS,18
886263566,466,Video_card,94
507184617,49,Flex,68
888148828,465,Riser_board,14
896710211,692,CD-RW,18
655699871,441,Headset,27
703763458,236,COM_port,94
571877364,832,Microphone,84
706668963,132,Power_supply,34
664434443,982,NICad_batteries,45
804090067,18,Tape_drive,69
657093109,63,Modem_drivers,11
906817888,774,LCD,74
772503811,416,Palm_Pilot,45
875763959,655,Processor,83
848830240,16,Modem_drivers,94
729477946,191,Sound_card,22
612685966,258,Sound_card,53
654365082,832,EISA,12
707213824,470,Parallel_port,66
799942537,579,CD-ROM,53
509031896,209,Splitter,9
719765244,408,Parallel_port,69
901123979,165,LCD,7
830665321,733,Speakers,36
571445339,843,Surge_suppressor,86
719751818,875,Sound_card,6
705468825,93,Dip_switches,4
724588145,4,Monitor,83
564092873,474,Hard_drive,92
671526951,217,Printer,36
844021675,857,IrDA,56
904149120,634,UPS,38
594197516,945,Mouse,2
665372879,221,Joystick,75
689513539,321,DVD,85
521941409,887,Video_card,51
533142076,673,Monitor,27
659542690,379,Video_drivers,11
860712977,251,Palm_Pilot,87
551096078,207,NICad_batteries,72
868186660,24,CMOS,82
639228079,59,Tape_drivers,63
604844316,203,CMOS,82
907901648,82,Power_supply,73
705696197,207,Dip_switches,96
559575483,232,Serial_port,66
826177054,98,Serial_port,3
617089527,832,Jumpers,68
571104691,99,Power_management,82
883261801,97,Sound_card,29
744883763,282,Modem_drivers,100
654548151,239,Heat_sink,48
561302681,810,Printer,27
537307678,86,Keyboard,35
638557259,318,IrDA,36
519862604,113,Speakers,37
639193507,448,RAM,85
846947805,403,Headset,47
674111375,514,Sound_card,38
520964077,350,NiMH_batteries,27
559152169,868,Heat_sink,89
650142871,112,Tape_drivers,17
611441914,93,PDA,35
785045367,314,Jumpers,6
524803219,25,CMOS,59
761413485,907,Hard_drive,72
856678618,992,Interposer,14
869842479,237,ISA,10
634518208,54,Network_card,85
618835448,477,CMOS,50
558555838,491,Processor,23
685851626,557,USB,11
810609766,143,Modem_drivers,4
740502448,297,Tape_drivers,10
787756114,174,UPS,39
583890073,703,Palm_Pilot,6
699909748,838,Case,83
614691509,795,PDA,34
620248949,726,Network_card,82
886178752,688,Interposer,11
784929900,897,PCMCIA_and_PC_Card,46
626329746,836,IRQs,32
833175635,592,Tape_drivers,21
526338632,163,IRQs,24
627838047,493,Power_management,3
718715641,481,Power_supply,65
861337500,306,MCA,87
643013388,250,PS/2,71
673244825,235,LCD,72
539613609,258,IrDA,13
525755105,875,Mouse,38
793643080,378,Joystick,49
518646735,969,SPS,37
784510439,509,COM_port,20
764756845,985,Tape_drivers,59
617711756,294,Video_card,94
711455814,534,Tape_drivers,74
817744900,416,RAM,19
639054254,944,ISA,90
598246321,936,SCSI,60
529366221,360,Modem_drivers,80
511430099,937,Keyboard,85
521861582,388,Speakers,48
743813880,207,Scanner,70
852593931,564,USB,81
870194911,423,Palm_Pilot,59
734858898,575,EISA,93
565638112,773,Jumpers,81
557330506,998,Intel_OverDrive_processor,75
835358763,755,Processor,16
873570015,49,CPU,28
835457518,1,Dip_switches,67
645210672,502,AT/DIN5,25
769904404,63,IDE,25
683635537,707,RAM,41
769007809,573,BIOS,29
627985811,781,DVD,13
581043112,787,Jumpers,38
689029100,789,Speakers,92
725554335,832,USB,37
527964664,810,IrDA,81
810062193,632,Joystick,61
735268472,342,Processor,52
823330080,745,Tape_drivers,58
624342542,220,Floppy_drive,63
834792131,237,Case,11
644232829,728,Hard_drive,100
694058439,933,Tape_drive,85
716135178,322,Modem_drivers,8
521931604,600,IRQs,33
880435747,683,Video_card,12
552599691,419,APM,47
521504038,469,Motherboard,64
719699368,573,IDE,61
722856348,912,BIOS,54
722633729,477,Sound_card,71
564652483,784,CPU,42
513003261,56,Power_management,87
803860937,689,USB,81
762374590,765,CD-RW,7
898104112,366,SPS,92
744295155,663,Memory,36
758463620,946,Bus,7
864533565,303,PS/2,43
649774668,15,Modem_drivers,22
789957814,701,Serial_port,67
751144684,129,PDA,9
553964494,379,Tape_drive,22
863621621,21,RAID,42
700009027,911,Power_management,19
798503946,908,Heat_sink,95
802368476,432,Infrared_port,2
531822446,607,IRQs,45
719112178,893,MCA,40
675675656,232,SCSI,52
557139861,523,Palm_Pilot,86
821868693,557,NiMH_batteries,76
722460252,199,USB,51
607378388,28,Motherboard,23
595687957,704,Intel_Pentium_processor,94
816479271,888,PS/2,98
542307496,429,Modem,66
626038227,555,APM,66
728944404,414,Printer,18
518174142,117,Case,61
790673496,761,IrDA,21
564665088,954,NICad_batteries,46
519782618,806,PDA,57
785874661,117,UPS,90
757247888,769,Parallel_port,14
706587060,929,CD-ROM,30
622131674,770,Monitor,56
592009491,102,RAID,74
522010287,894,Mouse,65
889889607,372,MCA,29
725999459,441,Floppy_drive,91
832355366,966,Video_drivers,82
859330728,644,Microphone,58
794961284,701,Parallel_port,51
810428855,795,Headset,66
574064898,241,Tape_drive,42
541375037,153,NiMH_batteries,43
854523885,349,Modem_drivers,78
707467998,128,Microphone,88
723818217,894,Flex,55
868230186,141,Keyboard,37
507623736,56,Printer,1
791557200,509,Serial_port,61
655295381,192,Riser_board,77
780709839,368,Network_card,46
755810971,188,Speakers,66
694475639,184,CD-R,1
677496159,395,EISA,45
729003792,863,PCI,1
556686328,937,NiMH_batteries,93
793795131,408,Interposer,91
859071909,31,PCMCIA_and_PC_Card,15
513061977,329,Flex,89
874046080,968,Tape_drivers,81
813093610,22,Printer,12
654059964,470,AT/DIN5,70
890146169,794,Keyboard,89
597093978,433,Intel_OverDrive_processor,18
743159525,575,IRQs,64
892246746,169,CD-R,93
825346189,840,UPS,37
693019963,983,Memory,97
750248508,377,Intel_OverDrive_processor,18
544303417,136,Dip_switches,72
807889128,795,Surge_suppressor,10
840905057,844,LCD,62
798273780,570,Splitter,1
640014791,914,Serial_port,2
772112897,288,Motherboard,71
757557322,180,CD-ROM,23
650110083,805,SCSI,65
725285552,894,UPS,85
544769058,6,Surge_suppressor,80
638636379,320,Surge_suppressor,71
634806745,752,RAM,17
877092927,584,MCA,3
874914751,159,NiMH_batteries,79
665565217,730,UPS,14
879472175,899,Case,1
812605091,29,Video_drivers,4
752513874,594,Headset,22
808956428,313,IRQs,80
778422593,896,Modem_drivers,59
660796108,518,SCSI,50
597640497,794,Heat_sink,32
623475290,328,SPS,60
839051399,882,Joystick,32
546459578,152,Splitter,7
885421397,523,MCA,7
662081855,993,Splitter,33
508034567,402,Keyboard,79
890622884,391,Tape_drivers,72
611914663,677,CPU,35
685286870,541,Chassis,4
593521855,520,MCA,68
855149847,309,Floppy_drive,68
717697902,159,SCSI,56
675163163,451,Modem,18
749934284,406,CMOS,90
804760853,811,Splitter,95
873757905,926,Joystick,65
748462950,587,Power_management,23
556288001,102,LCD,88
553674861,971,PCI,17
640560525,777,Intel_Pentium_processor,51
598953012,628,Microphone,33
805632114,972,EIDE,37
633023296,655,Mouse,47
816975435,291,Joystick,85
748152995,174,CD-R,63
645503241,722,IDE,85
578048315,303,Chassis,49
765442036,977,IrDA,6
753549998,939,Floppy_drive,26
635837434,383,DVD,100
653333972,188,Surge_suppressor,78
761144905,30,Modem,66
515428093,458,Video_drivers,99
694727506,505,Network_card,100
850300492,186,RAID,44
680255551,836,Intel_OverDrive_processor,73
602135343,939,Speakers,74
841328348,963,RAM,54
770476733,122,Heat_sink,63
893603713,434,Memory,66
601161518,503,Modem_drivers,36
787035744,77,AGP,73
644606983,975,Bus,99
672369725,840,PS/2,13
900171048,900,CD-ROM,19
541252954,112,Tape_drivers,93
607117217,304,Riser_board,68
878831825,668,RAM,93
634005526,10,Mouse,41
813771975,390,Mouse,74
814515142,134,Video_card,71
849793494,277,Hard_drive,39
783131593,856,Bus,8
717445297,359,Joystick,49
881465095,526,CPU,27
563859680,895,LCD,53
724950729,60,Modem,20
741413204,151,SCSI,9
633879247,285,Batteries,19
532061893,479,Monitor,8
875815963,921,Jumpers,10
840493025,553,BIOS,64
799263763,613,Memory,99
548041009,244,Motherboard,8
897241166,573,Intel_OverDrive_processor,18
647607107,279,UPS,22
807578294,349,PCMCIA_and_PC_Card,13
769869599,280,PDA,17
545763449,653,NiMH_batteries,56
558880877,387,USB,35
656647451,171,USB,49
760747996,627,PCMCIA_and_PC_Card,76
783843690,610,Intel_OverDrive_processor,50
900544300,252,PCI,73
615125895,995,DVD,87
676845430,202,Tape_drivers,6
710969948,135,Interposer,74
727858293,970,BIOS,18
605482493,783,Power_supply,46
698408883,993,RAID,68
630241862,232,CPU,36
812088966,537,Headset,97
696986485,987,PDA,64
706767530,766,Jumpers,65
789278659,941,Intel_Pentium_processor,37
834037321,393,AT/DIN5,94
646826801,753,Tape_drivers,90
828472677,731,PS/2,49
857721306,720,Power_management,32
638105267,452,Surge_suppressor,9
548392785,706,Keyboard,81
652219559,523,CPU,9
553040157,448,NiMH_batteries,36
699993833,870,Surge_suppressor,56
871591866,806,CPU,60
714138714,344,Surge_suppressor,4
761301882,335,Joystick,62
664114467,515,Jumpers,31
576431843,356,Palm_Pilot,91
819899710,671,Hard_drive,13
734162149,914,SPS,79
837154494,100,Printer,80
548463460,213,PCI,54
610106402,400,CD-RW,75
707887642,912,Intel_OverDrive_processor,3
524481561,495,Tape_drivers,56
796850970,826,Video_card,48
727122161,629,AGP,89
624989843,959,Jumpers,31
517453071,473,Power_management,17
756866236,136,RAM,25
871017950,767,Heat_sink,27
870082608,291,Intel_Pentium_processor,66
834551319,812,Chassis,71
889650978,26,CD-R,2
645532581,280,CD-RW,86
804776061,832,CPU,41
736303505,600,Chassis,30
529812090,678,Heat_sink,3
898895015,401,PDA,38
510270123,853,EISA,5
644141766,248,IRQs,33
785793312,780,IrDA,48
516655268,387,Flex,99
595418551,977,Mouse,28
837887295,274,Case,34
551699762,290,CD-R,45
616035190,344,USB,6
527036143,585,Palm_Pilot,92
862820530,532,Scanner,61
828607231,66,Riser_board,4
601334989,141,Palm_Pilot,53
612137614,397,Joystick,53
711103815,848,IDE,6
675301848,112,Keyboard,87
731976642,369,RAM,11
806044365,45,Floppy_drive,93
857504759,295,Palm_Pilot,40
613485787,661,Chassis,94
881359332,796,PCI,92
611691694,712,CPU,46
616331082,297,AT/DIN5,66
853498231,923,Hard_drive,48
551133772,689,CD-R,74
588983485,45,Microphone,70
806559666,924,Hard_drive,87
620508051,626,Tape_drivers,37
566192523,530,Heat_sink,13
654540549,65,PCMCIA_and_PC_Card,72
756149030,294,Keyboard,81
905015732,206,COM_port,86
507997921,983,USB,49
658019080,75,SCSI,74
529946158,1,Network_card,28
749326108,619,RAM,41
531791700,256,Monitor,46
688941572,819,Modem,21
718404541,532,AT/DIN5,69
841492529,309,APM,71
855991356,251,PS/2,78
592692391,181,Serial_port,26
658485549,483,PDA,18
907649151,601,RAM,8
818411439,147,Joystick,37
556301989,829,SPS,93
545467286,583,Processor,89
583517060,749,IRQs,52
613995138,555,CD-RW,17
658354582,70,Interposer,56
879953601,496,CPU,5
860168339,747,Jumpers,65
841121877,899,Hard_drive,93
869323894,521,IrDA,93
506856516,112,Modem_drivers,52
611479468,816,Jumpers,36
704733781,191,Modem_drivers,100
718594126,270,EIDE,16
594805623,870,Intel_Pentium_processor,27
559268616,520,Tape_drivers,99
883090693,658,EISA,27
514507329,3,Interposer,68
693449421,414,Riser_board,22
746046412,974,EISA,70
790207361,96,SPS,22
875544522,337,CPU,80
607995037,599,CD-RW,32
857397510,809,Processor,35
525601268,978,BIOS,90
595482980,460,Bus,8
559107782,225,Chassis,47
705847651,306,Parallel_port,96
613229276,399,IDE,34
665642121,25,BIOS,42
788770273,38,Power_management,19
628255677,989,Speakers,6
639962731,493,Tape_drivers,58
767038486,960,CD-ROM,50
836156271,94,Scanner,99
574130848,463,AT/DIN5,80
824879006,345,EIDE,51
842033051,252,Video_card,49
583364493,64,Jumpers,100
649947420,761,SCSI,43
870770464,725,PDA,100
781267885,603,Scanner,56
849398503,223,NiMH_batteries,67
832904030,856,Monitor,73
735493895,425,Case,44
676978854,317,Sound_card,97
744142952,884,Motherboard,13
789079302,917,Hard_drive,17
626437199,150,APM,65
746864773,620,Motherboard,41
716326402,95,Memory,96
513877176,236,AGP,90
707589430,474,Parallel_port,79
511644133,250,Network_card,36
830822288,289,APM,33
851466456,680,AGP,35
602404462,497,Processor,7
536784035,3,Processor,44
649385577,432,CD-RW,59
609273643,599,Keyboard,45
863384861,601,Infrared_port,49
649637200,845,Batteries,35
594603662,22,Heat_sink,40
735191670,308,Chassis,69
555657173,124,Video_drivers,75
778027486,404,EIDE,85
595122619,283,Speakers,92
787509888,914,Chassis,1
583415110,855,Sound_card,66
757461726,989,Printer,1
762257507,990,PCMCIA_and_PC_Card,100
593401047,494,Tape_drivers,18
788669710,384,AT/DIN5,74
896767224,211,USB,92
802494751,279,LCD,52
800166107,944,Sound_card,25
662119696,115,Intel_Pentium_processor,21
612043245,615,ISA,99
573380594,24,RAM,38
778589998,162,NiMH_batteries,82
758778332,925,PS/2,59
765091787,260,Tape_drivers,83
826067162,311,Modem_drivers,13
795790990,930,Heat_sink,15
567951516,244,Headset,25
875256605,432,PCI,41
694769420,976,Modem,57
640477225,865,Microphone,16
592009640,335,Infrared_port,60
804756206,366,AGP,39
721846425,456,Jumpers,25
564127405,394,Modem_drivers,2
642880426,836,Floppy_drive,85
772639193,296,Case,57
685436752,736,Sound_card,22
705653798,18,Heat_sink,3
684667426,78,IrDA,89
865132636,679,PDA,60
734127514,141,Palm_Pilot,50
786016197,4,Intel_OverDrive_processor,83
679954277,185,Bus,99
614892604,383,Modem_drivers,4
675601764,818,Joystick,12
857180772,4,Printer,36
512965264,276,Mouse,82
536636583,621,IrDA,70
584862191,66,PS/2,72
731707573,195,PCMCIA_and_PC_Card,100
826318636,362,Speakers,60
520372876,853,PDA,30
700324987,105,Riser_board,73
790922806,361,Scanner,82
681093849,201,CD-ROM,24
775325298,281,Heat_sink,63
813831352,292,PCI,20
722267407,745,SCSI,15
683495862,440,Interposer,50
618564772,830,Modem,29
516501962,835,Printer,17
633698337,251,ISA,5
888532921,147,Motherboard,85
797035985,949,Intel_OverDrive_processor,8
680873334,744,Tape_drive,37
602360107,328,Hard_drive,2
714835838,801,Tape_drivers,8
799027136,790,COM_port,19
818762107,866,NICad_batteries,76
525953325,425,Tape_drivers,52
721798639,508,Bus,31
695695395,694,NiMH_batteries,26
710773084,909,Network_card,51
907199794,41,CD-R,74
627258618,234,LCD,80
747132550,727,BIOS,8
584027201,192,Memory,38
853355409,924,Motherboard,56
719640547,644,Video_drivers,51
869687777,499,Tape_drive,2
651943509,218,Tape_drivers,2
846875611,164,PCI,64
596328136,234,Sound_card,88
771006689,536,Memory,27
550050922,311,APM,98
580734222,255,Heat_sink,78
663838530,364,Batteries,61
874561384,13,Splitter,96
858000032,714,Riser_board,18
685610444,208,Jumpers,5
568080728,242,DVD,4
570120982,733,Joystick,22
740990567,202,Keyboard,22
555113706,517,Modem,78
518129962,762,Modem,83
831741224,774,Tape_drivers,53
882085821,495,DVD,42
714684031,617,CMOS,68
710034038,136,DVD,49
629188149,347,Microphone,4
719831113,604,Batteries,7
587643420,262,UPS,2
895611258,177,Case,92
837616747,564,Bus,21
516743538,24,Motherboard,45
832134808,489,USB,45
693591003,957,Interposer,34
516455347,689,RAM,36
897771537,575,USB,7
865602360,90,Mouse,25
630478388,108,CPU,54
554845755,480,IrDA,66
820696902,151,Interposer,73
737777636,626,Case,27
798100490,853,RAM,89
804272810,954,EIDE,57
623399807,134,Motherboard,54
567856323,537,Jumpers,26
662322808,977,IRQs,75
700593188,625,CD-ROM,14
606892814,872,EISA,100
568310054,679,CD-RW,81
691293935,786,Printer,19
560611067,703,Video_drivers,45
810359826,457,Processor,32
784232914,239,Splitter,50
808926784,588,Monitor,69
531721105,692,MCA,13
683654352,959,RAM,52
563998199,953,Memory,70
732224915,570,SCSI,98
703769349,710,DVD,27
906990387,853,Modem_drivers,53
663912608,8,Jumpers,88
867868624,123,Flex,96
516655543,503,Modem,98
599311494,16,AT/DIN5,28
783241169,233,Surge_suppressor,93
640716142,418,Intel_Pentium_processor,79
646091361,311,Motherboard,37
703026033,22,AGP,34
612497327,320,Batteries,39
623655308,821,IRQs,2
665885442,193,CD-RW,39
634093072,551,Surge_suppressor,4
716948243,223,COM_port,30
744341923,596,IRQs,64
719996944,456,Modem,21
671160091,863,IrDA,20
580405831,130,RAM,15
541086903,601,PS/2,6
824998306,828,Joystick,46
820171403,183,Jumpers,5
771700532,674,Jumpers,26
631703886,655,Palm_Pilot,53
524211714,468,PCI,98
867246910,172,Floppy_drive,75
791791092,455,Intel_Pentium_processor,28
525117379,225,Batteries,5
809080552,498,APM,51
650033974,701,SPS,64
604613444,495,Bus,48
785664892,812,Parallel_port,55
623313253,76,Network_card,73
718329005,230,Printer,67
599670051,56,CD-R,31
750685012,501,Microphone,26
897085540,827,CD-RW,53
843513445,785,SCSI,90
637712653,343,CPU,30
707827187,587,Tape_drive,22
891463592,812,Headset,30
662224517,358,NiMH_batteries,35
778024905,530,Video_card,50
840953915,644,COM_port,7
894145673,94,Parallel_port,80
750303005,201,COM_port,19
722421958,418,IDE,62
660573947,802,RAID,16
620202218,993,Memory,72
873848058,872,Video_drivers,79
675734739,871,Surge_suppressor,85
861614560,255,Video_drivers,48
818151219,355,Memory,34
708746333,27,SPS,77
850306320,223,Power_management,46
759631870,441,Video_drivers,20
537377430,819,Splitter,47
593100192,513,SCSI,66
506745752,537,Mouse,80
771593495,734,Headset,22
903796162,948,Network_card,14
762164771,858,AGP,20
787891214,199,ISA,53
884564089,20,Sound_card,32
716673583,866,Modem_drivers,98
748031384,954,AT/DIN5,46
669479164,9,Intel_OverDrive_processor,24
575021211,28,APM,30
626009480,522,Video_drivers,55
585947758,215,Video_card,45
514057715,378,Microphone,40
832528264,14,CPU,46
791007135,240,IrDA,30
877282036,565,Speakers,35
821416242,952,Flex,25
559626016,581,Parallel_port,29
525203266,709,Power_management,27
740897410,767,Infrared_port,62
546177936,861,Joystick,60
652296299,691,Modem,16
583519415,894,Hard_drive,43
507810529,748,Mouse,79
656760085,518,Video_card,25
831379001,543,Tape_drivers,73
806393602,171,PS/2,100
707588332,691,Heat_sink,45
792556276,776,USB,93
545656203,567,Scanner,42
703456016,373,Batteries,97
597239380,542,Jumpers,90
807494076,835,NICad_batteries,16
652524762,918,Flex,92
836980883,82,MCA,29
905667027,861,Speakers,91
640094567,234,Sound_card,92
595453485,69,Chassis,35
736341008,729,MCA,34
813866705,135,Tape_drivers,52
886001403,608,Parallel_port,29
687796711,948,Tape_drivers,42
805787980,953,Palm_Pilot,67
797562939,49,Chassis,22
644552568,908,Case,70
847512645,84,EISA,14
537401140,367,Chassis,10
766039275,868,Network_card,49
659288979,799,AGP,59
837111868,563,Jumpers,46
573797471,780,Microphone,75
704677570,569,BIOS,93
775125461,717,USB,42
907126603,825,Infrared_port,59
669362115,486,PCI,49
743472763,495,MCA,70
816065581,708,Speakers,92
757258177,484,Joystick,28
577838679,273,Sound_card,87
736877644,366,AT/DIN5,21
638427563,382,Jumpers,39
567440368,701,Chassis,83
509913225,506,Tape_drivers,17
867138538,906,NICad_batteries,65
856810496,203,CMOS,31
728489594,916,AT/DIN5,5
539006169,377,IRQs,80
767580032,422,Power_management,92
522842610,838,Tape_drive,13
583721158,849,Power_supply,24
851760778,973,CD-R,46
528792058,650,Video_card,69
806774687,737,Modem,75
899218223,30,Interposer,72
671735749,613,Dip_switches,79
853963101,468,Heat_sink,59
749210402,983,CD-RW,64
797225540,320,MCA,43
506722096,163,Surge_suppressor,31
647733227,463,PCI,80
831642696,938,Mouse,17
866004419,935,PCMCIA_and_PC_Card,55
809601774,250,SCSI,92
648405774,300,Heat_sink,88
614658956,418,COM_port,54
520582977,349,CMOS,43
610892076,499,LCD,13
520232162,638,Processor,34
813467213,64,Motherboard,55
517445777,735,Power_management,58
872552450,737,COM_port,43
839778871,993,Heat_sink,48
742956542,602,Modem_drivers,49
888317424,808,SCSI,29
723578826,808,PS/2,93
785698795,784,Splitter,29
767546306,602,CD-ROM,83
751349173,631,RAID,3
725848477,51,Scanner,70
611021625,893,Infrared_port,93
627205513,194,Sound_card,8
875673628,998,Bus,80
846371576,979,IRQs,40
856526180,691,EISA,12
903068299,932,IDE,26
629126674,177,SCSI,32
808433412,851,Modem_drivers,15
684706984,929,Intel_OverDrive_processor,51
603646527,257,Infrared_port,41
684276059,505,USB,86
638889047,20,ISA,39
606692888,539,RAID,85
891545454,484,Sound_card,90
620121775,139,LCD,86
868372979,339,RAM,92
741662285,64,RAID,28
722539051,756,ISA,89
719972438,72,Surge_suppressor,48
867745647,337,RAID,42
610111878,105,Scanner,31
653278904,435,Riser_board,8
778940366,927,CD-R,12
825468037,560,DVD,73
756057416,673,LCD,5
623915032,651,Riser_board,56
530259661,205,CMOS,96
577696057,854,Tape_drivers,56
705806484,845,PCMCIA_and_PC_Card,28
756445094,876,Infrared_port,49
673618315,284,Memory,69
864033397,499,Speakers,94
641058627,669,CMOS,58
732963700,655,LCD,78
859251171,171,Intel_OverDrive_processor,2
514625802,757,Modem_drivers,53
528817691,502,Hard_drive,37
739400881,867,BIOS,19
751831664,643,Riser_board,38
847829458,990,EISA,3
794349646,158,NiMH_batteries,60
786066805,929,AT/DIN5,72
684077723,850,APM,81
662505104,106,Intel_Pentium_processor,69
639274725,368,DVD,85
728020077,432,NICad_batteries,33
600768273,938,LCD,54
718031069,188,Heat_sink,15
788931975,875,PCI,13
674258950,661,Printer,97
550934577,71,AT/DIN5,52
786235922,69,BIOS,30
520803182,533,Power_management,55
751544999,648,Headset,84
794636520,13,CD-R,30
906348487,165,Processor,13
834895429,747,Chassis,81
815112303,948,CD-ROM,13
840796258,740,Serial_port,67
614195620,494,SCSI,57
884774611,406,RAID,78
517996387,314,Video_card,14
836196509,585,CD-ROM,62
672671749,936,Speakers,41
715904640,712,Interposer,1
713656366,744,Heat_sink,4
645230455,67,Riser_board,49
752472289,328,Processor,79
736868769,197,Parallel_port,35
520813049,861,PCMCIA_and_PC_Card,24
719321808,337,Modem,39
871745542,708,RAM,37
878526387,224,Splitter,20
814792718,164,Modem_drivers,77
698459715,593,Monitor,29
639096987,96,AGP,54
731252392,409,AGP,73
717817770,134,USB,81
843087741,149,COM_port,5
664388115,708,SCSI,100
684921807,166,UPS,98
795434814,857,Splitter,1
510907193,650,CD-RW,60
551071022,279,Jumpers,49
732045878,987,Monitor,71
852516050,226,Case,63
771225433,835,COM_port,1
875138671,926,Palm_Pilot,84
896521849,339,Intel_OverDrive_processor,44
705682930,522,PCMCIA_and_PC_Card,61
539405243,611,Infrared_port,75
792253496,362,Serial_port,93
703153232,549,SPS,60
806153061,448,NICad_batteries,18
686010249,28,Joystick,23
662354421,104,APM,36
672883368,899,NICad_batteries,24
777881148,319,Keyboard,71
698902908,956,Flex,79
821018279,545,Heat_sink,27
729524737,669,IDE,90
755310723,978,Keyboard,41
624877968,430,Video_card,57
834685083,690,Serial_port,25
826111733,135,Riser_board,8
703286248,834,CD-ROM,18
644467914,111,IDE,67
562068889,574,Tape_drive,30
710119490,297,EIDE,99
667666546,7,Network_card,90
